caldt,vwretd,vwretx,l.t30_yield,l.cpi,l.y10minFF,l.dp_adj,ExcessRet,,PriceIndex,Dt,DtA,Pt/DtA,pd,Adjusted pd,,
19911031,0.017847,0.016248,0.004246,0.004392,0.0187,-0.166561114,0.013452601,,6.313894539,0.010229701,0.184009436,34.31288462,3.535520929,0.161957284,,
19911129,-0.037291,-0.040572,0.003915,0.001458,0.0224,-0.161957284,-0.04191145,,6.416482698,0.020715888,0.183574353,34.95304543,3.554005602,0.173051727,,
19911231,0.106782,0.104147,0.003792,0.002911,0.0252,-0.173051727,0.097671877,,6.156153162,0.016907432,0.184900604,33.29439191,3.505388972,0.117315224,,
19920131,-0.001164,-0.002591,0.003059,0.000726,0.0262,-0.117315224,-0.004219009,,6.797298045,0.008784831,0.182976808,37.14841312,3.614921055,0.216290374,,
19920228,0.013355,0.010308,0.002828,0.00145,0.0291,-0.216290374,0.010442599,,6.779686246,0.020711367,0.182652001,37.11805067,3.614103392,0.207584747,,
19920331,-0.023699,-0.02597,0.003376,0.003621,0.0314,-0.207584747,-0.027354653,,6.849571252,0.015396667,0.185861577,36.85307828,3.606939151,0.191778937,,
19920430,0.013414,0.011872,0.003303,0.005051,0.0347,-0.191778937,0.010027272,,6.671687886,0.010562039,0.183920036,36.27493793,3.591127088,0.168080358,,
19920529,0.006407,0.003302,0.002758,0.001436,0.0376,-0.168080358,0.003632359,,6.750894165,0.020715591,0.183129121,36.86412146,3.60723876,0.176430721,,
19920630,-0.019258,-0.021665,0.003201,0.001434,0.0353,-0.176430721,-0.022641739,,6.773185617,0.016249402,0.185787953,36.45653833,3.59612082,0.158622512,,
19920731,0.0399,0.038369,0.002892,0.003579,0.0261,-0.158622512,0.036236728,,6.626444551,0.010369747,0.184897348,35.83850507,3.579022876,0.135074239,,
19920831,-0.020819,-0.02397,0.002605,0.00214,0.0335,-0.135074239,-0.023640384,,6.880694602,0.020879927,0.184645636,37.26432291,3.618036379,0.168549482,,
19920930,0.012461,0.010286,0.002573,0.002847,0.0311,-0.168549482,0.009814305,,6.715764352,0.014965511,0.186488103,36.01175752,3.583845483,0.129935558,,
19921030,0.010983,0.009546,0.002286,0.002839,0.019,-0.129935558,0.008639734,,6.784842704,0.009650553,0.185908955,36.49551308,3.597189324,0.138694551,,
19921130,0.040181,0.036954,0.002346,0.003539,0.0376,-0.138694551,0.037051484,,6.849610813,0.021894687,0.187087755,36.61175382,3.600369331,0.13655328,,
19921231,0.01774,0.015533,0.00227,0.00141,0.035,-0.13655328,0.015317055,,7.102731331,0.015117091,0.185297414,38.33151897,3.646272507,0.176333126,,
19930129,0.012616,0.0113,0.002335,-0.000704,0.0404,-0.176333126,0.010204803,,7.213058057,0.009347194,0.185859778,38.80913961,3.658655776,0.183034924,,
19930226,0.005425,0.002664,0.002209,0.004933,0.0337,-0.183034924,0.003203774,,7.294565613,0.019915253,0.185063664,39.41652005,3.674185019,0.189567146,,
19930331,0.025089,0.022659,0.002538,0.003506,0.0285,-0.189567146,0.022244653,,7.313998336,0.017725794,0.187392791,39.03030798,3.664338472,0.171368585,,
19930430,-0.025391,-0.026714,0.002372,0.003494,0.022,-0.171368585,-0.028088105,,7.479726224,0.00967642,0.186507172,40.10422847,3.691481777,0.189564976,,
19930528,0.029572,0.026539,0.002168,0.002786,0.0304,-0.189564976,0.026977529,,7.279912817,0.02268601,0.18847759,38.62481901,3.653895049,0.143179231,,
19930630,0.005434,0.003218,0.002756,0.001389,0.0314,-0.143179231,0.00266708,,7.473114424,0.016132287,0.188360475,39.67453589,3.680709568,0.162656259,,
19930730,-0.000806,-0.002153,0.002402,0.001387,0.0188,-0.162656259,-0.003205445,,7.497162906,0.010066285,0.188057013,39.86643619,3.685534772,0.159707331,,
19930831,0.039496,0.036565,0.00253,0,0.0276,-0.159707331,0.036209175,,7.481021514,0.021974184,0.189151271,39.55046926,3.677577559,0.143678551,,
19930930,0.000629,-0.001353,0.002356,0.00277,0.0226,-0.143678551,-0.001724427,,7.754565066,0.014827385,0.189013144,41.02659149,3.714220429,0.168624154,,
19931029,0.018051,0.01673,0.00221,0.002072,0.0141,-0.168624154,0.015682454,,7.744073139,0.01024378,0.189606372,40.84289507,3.709732879,0.150779199,,
19931130,-0.0176,-0.020476,0.002477,0.004135,0.024,-0.150779199,-0.020230659,,7.873631483,0.022271954,0.189983639,41.44373455,3.724336713,0.151062423,,
19931231,0.019554,0.017529,0.002263,0.000686,0.0267,-0.151062423,0.017104833,,7.712411005,0.015944104,0.190810651,40.41918497,3.699304548,0.11406486,,
19940131,0.031459,0.030071,0.002503,0,0.0298,-0.11406486,0.028474432,,7.847601857,0.010704826,0.192168283,40.8371336,3.709591805,0.112783664,,
19940228,-0.024207,-0.026759,0.00212,0.002743,0.0202,-0.112783664,-0.026622561,,8.083587093,0.02002708,0.19228011,42.04068272,3.738637786,0.130984861,,
19940331,-0.045795,-0.047882,0.002469,0.00342,0.0266,-0.130984861,-0.049342703,,7.867278386,0.016870446,0.191424762,41.09854083,3.715972618,0.100227483,,
19940429,0.009495,0.008045,0.002711,0.003408,0.0259,-0.100227483,0.006742874,,7.490577362,0.011407554,0.193155896,38.77995719,3.657903546,0.036392234,,
19940531,0.009353,0.006362,0.00315,0.001359,0.0333,-0.036392234,0.006164482,,7.550839057,0.022404317,0.192874203,39.14903572,3.667375792,0.040199073,,
19940630,-0.02788,-0.030055,0.003118,0.000678,0.0257,-0.040199073,-0.031389174,,7.598877495,0.016423075,0.193164991,39.33879248,3.672211118,0.040260773,,
19940729,0.030657,0.029283,0.002751,0.00339,0.0138,-0.040260773,0.02744924,,7.370493232,0.010440858,0.193539564,38.08261783,3.639757953,0.002851593,,
19940831,0.042629,0.039724,0.003687,0.002703,0.0283,-0.002851593,0.038065188,,7.586323385,0.021411283,0.192976662,39.31212879,3.671533092,0.030152102,,
19940930,-0.018338,-0.020352,0.003659,0.004043,0.0249,-0.030152102,-0.022160548,,7.887682495,0.015278855,0.193428133,40.77836244,3.708151608,0.061895788,,
19941031,0.014521,0.013,0.00384,0.002685,0.0218,-0.061895788,0.010583934,,7.727152381,0.011997165,0.195181517,39.58957023,3.678565706,0.028336419,,
19941130,-0.037206,-0.03998,0.003691,0.000669,0.0291,-0.028336419,-0.04160001,,7.827605362,0.021435121,0.194344684,40.27692047,3.695778612,0.041611186,,
19941230,0.01258,0.010141,0.00443,0.001338,0.0225,-0.041611186,0.008081313,,7.5146577,0.019091529,0.197492109,38.05041998,3.638912122,-0.01896428,,
19950131,0.020353,0.018753,0.004156,0,0.029,0.01896428,0.016001258,,7.590863843,0.012023452,0.198810735,38.18135796,3.642347385,-0.01629086,,
19950228,0.039647,0.037074,0.003983,0.004008,0.0174,0.01629086,0.034906144,,7.733215313,0.019531293,0.198314948,38.99461638,3.663423595,0.003415345,,
19950331,0.027064,0.024887,0.004134,0.003992,0.0112,-0.003415345,0.022578768,,8.019916538,0.01683521,0.198279711,40.44748948,3.700004577,0.037411176,,
19950428,0.025048,0.023597,0.00445,0.003313,0.009,-0.037411176,0.020299313,,8.2195082,0.011636899,0.198509057,41.40621261,3.723430933,0.057162425,,
19950531,0.033909,0.031129,0.005355,0.003303,0.0101,-0.057162425,0.028006052,,8.413463935,0.022850233,0.198954972,42.28828178,3.744510021,0.074428423,,
19950630,0.031142,0.029212,0.004714,0.001975,0.0013,-0.074428423,0.025964002,,8.675366654,0.016237985,0.198769883,43.64527728,3.776095081,0.101014198,,
19950731,0.040801,0.038953,0.004522,0.001971,0.001,-0.101014198,0.035478803,,8.928791465,0.016032078,0.204361103,43.69124723,3.77714779,0.096563436,,
19950831,0.0093,0.006798,0.004637,0,0.0048,-0.096563436,0.004630739,,9.276594679,0.022339836,0.205289656,45.18783289,3.810827867,0.124888194,,
19950929,0.036354,0.034641,0.004309,0.002623,0.0035,-0.124888194,0.031409041,,9.33965697,0.015890807,0.205901608,45.35980597,3.814626382,0.122276129,,
19951031,-0.011339,-0.01267,0.004714,0.001962,-0.0003,-0.122276129,-0.0161067,,9.663192027,0.012431083,0.206335526,46.83242007,3.8465757,0.147298047,,
19951130,0.042771,0.040301,0.004108,0.003264,0.0006,-0.147298047,0.037782008,,9.540759384,0.023868084,0.20876849,45.70018878,3.822102429,0.116665524,,
19951229,0.015192,0.013354,0.004882,-0.000651,-0.0035,-0.116665524,0.010207635,,9.925261528,0.017535916,0.207212876,47.89886482,3.869091805,0.157465475,,
19960131,0.028121,0.026805,0.004278,-0.000651,0.0085,-0.157465475,0.023463989,,10.05780347,0.013061644,0.208251068,48.29652776,3.877359669,0.159658231,,
19960229,0.016353,0.014231,0.003908,0.005863,-0.0011,-0.159658231,0.012320346,,10.32740289,0.021342659,0.210062434,49.16349248,3.895151325,0.171311934,,
19960329,0.010914,0.009211,0.003943,0.003238,0.0008,-0.171311934,0.006919625,,10.47437216,0.017587567,0.210814791,49.68518621,3.905706824,0.175162757,,
19960430,0.02556,0.024315,0.004579,0.005165,0.0109,-0.175162757,0.020670257,,10.5708516,0.013040593,0.212218486,49.81117251,3.908239306,0.171674196,,
19960531,0.02681,0.024551,0.003982,0.003854,0.0116,-0.171674196,0.022482816,,10.82788186,0.023879554,0.213247807,50.77605264,3.927424839,0.183261679,,
19960628,-0.008289,-0.00982,0.004,0.001919,0.0154,-0.183261679,-0.012315566,,11.09371719,0.016577487,0.213587308,51.93996435,3.95008852,0.198442611,,
19960731,-0.053851,-0.055285,0.004497,0.000639,0.0173,-0.198442611,-0.059842136,,10.98477689,0.01590839,0.213463621,51.45971391,3.940799247,0.182062659,,
19960830,0.032451,0.030381,0.004122,0.001914,0.0005,-0.182062659,0.027822059,,10.3774835,0.022738488,0.213862273,48.52414284,3.882061465,0.117644768,,
19960930,0.052985,0.051279,0.004375,0.001911,0.0168,-0.117644768,0.047263531,,10.69276182,0.017703987,0.215675453,49.57801944,3.903547579,0.133871795,,
19961031,0.013673,0.012302,0.004246,0.003179,0.0063,-0.133871795,0.009343357,,11.24107596,0.014659776,0.217904146,51.58725127,3.943274573,0.16711152,,
19961129,0.065594,0.063622,0.003941,0.003169,0.0074,-0.16711152,0.059599136,,11.37936367,0.022167402,0.216203464,52.63266122,3.963336863,0.180534916,,
19961231,-0.011381,-0.01307,0.004404,0.001895,0.0062,-0.180534916,-0.01584059,,12.10334155,0.019219745,0.217887293,55.54863414,4.017258928,0.225624915,,
19970131,0.053473,0.052358,0.004014,0,0.0017,-0.225624915,0.04808636,,11.94515087,0.013495226,0.218320875,54.71373669,4.002114806,0.202355154,,
19970228,-0.001067,-0.002802,0.003788,0.003153,0.0116,-0.202355154,-0.004848413,,12.57057508,0.020724837,0.217703053,57.74184108,4.055982059,0.247407289,,
19970331,-0.044889,-0.046515,0.00431,0.003143,0.0106,-0.247407289,-0.050228453,,12.53535233,0.020439755,0.220555241,56.83543172,4.040159929,0.222579956,,
19970430,0.042396,0.041181,0.004313,0.002506,-0.0015,-0.222579956,0.037218184,,11.95227042,0.015230453,0.222745101,53.65895989,3.982648461,0.156047796,,
19970530,0.07164,0.069787,0.004263,0.00125,0.009,-0.156047796,0.064936246,,12.44447687,0.022147557,0.221013104,56.30651145,4.030810185,0.194114119,,
19970630,0.044081,0.04269,0.003744,-0.000624,0.0109,-0.194114119,0.039400064,,13.31293957,0.017310267,0.221745884,60.03691851,4.094959681,0.2465206,,
19970731,0.076513,0.075201,0.004294,0.001249,-0.0036,-0.2465206,0.069442307,,13.88126896,0.017466577,0.22330407,62.16308077,4.129761267,0.267710983,,
19970829,-0.036323,-0.037678,0.004058,0.001248,0.0006,-0.267710983,-0.041048891,,14.92515427,0.018809119,0.219374702,68.03498379,4.22002204,0.342735952,,
19970930,0.058453,0.057049,0.004576,0.001869,0.0082,-0.342735952,0.052242846,,14.36280431,0.020954917,0.222625631,64.51550173,4.166905532,0.276876279,,
19971031,-0.034433,-0.035502,0.003911,0.002488,0.0031,-0.276876279,-0.038943157,,15.18218793,0.015353838,0.223319693,67.98409824,4.219273828,0.314224905,,
19971128,0.030354,0.028841,0.003773,0.002481,0.0028,-0.314224905,0.026136532,,14.6431899,0.02297065,0.224122941,65.33552438,4.179535906,0.261049281,,
19971231,0.017822,0.016307,0.004629,-0.000619,0.0036,-0.261049281,0.013046731,,15.06551413,0.022184433,0.227087629,66.34229358,4.194827606,0.260898884,,
19980130,0.004511,0.003633,0.004204,-0.001238,-0.0009,-0.260898884,0.000305668,,15.31118747,0.013227521,0.226819924,67.50371476,4.21218263,0.262425151,,
19980227,0.073321,0.071816,0.003847,0.00186,0.0005,-0.262425151,0.066917961,,15.36681302,0.023043337,0.229138425,67.06344881,4.205639168,0.240820146,,
19980331,0.051273,0.050016,0.004485,0.001856,0.0005,-0.240820146,0.045526838,,16.47039606,0.019316084,0.228014754,72.23390505,4.279909535,0.298982041,,
19980430,0.010924,0.009923,0.004308,0.001853,-0.0021,-0.298982041,0.006566017,,17.29417939,0.016486866,0.229271167,75.43111338,4.323219834,0.325631537,,
19980529,-0.025746,-0.027038,0.003805,0.00185,0.0009,-0.325631537,-0.029881008,,17.46578953,0.02234408,0.22946769,76.11437392,4.332237129,0.318323079,,
19980630,0.031839,0.03062,0.004021,0.001846,-0.0007,-0.318323079,0.02732971,,16.99354952,0.021290797,0.23344822,72.79365647,4.287628815,0.259505495,,
19980731,-0.023377,-0.024353,0.003873,0.001229,-0.0162,-0.259505495,-0.027520096,,17.513892,0.016585704,0.232567347,75.30675393,4.321569824,0.27832367,,
19980831,-0.15786,-0.159168,0.004012,0.001227,-0.0013,-0.27832367,-0.175812981,,17.08737619,0.022908171,0.236666399,72.20026284,4.279443686,0.223180426,,
19980930,0.063814,0.062295,0.003875,0.001225,-0.0084,-0.223180426,0.057993052,,14.3676127,0.025955724,0.241667207,59.45205766,4.085170234,0.021391867,,
19981030,0.074406,0.073388,0.003353,0.001224,-0.017,-0.021391867,0.068420559,,15.26264313,0.01462623,0.240939598,63.34634584,4.148617223,0.076448813,,
19981130,0.062001,0.060593,0.003233,0.002445,-0.0071,-0.076448813,0.056927079,,16.38273798,0.021489802,0.23945875,68.41570003,4.225602331,0.14222559,,
19981231,0.063058,0.06173,0.003779,0,-0.0037,-0.14222559,0.057377783,,17.37541723,0.021756276,0.239030593,72.69118571,4.286220135,0.191256497,,
19990129,0.038447,0.037646,0.003494,-0.00061,0.0058,-0.191256497,0.034238418,,18.44800173,0.013917709,0.239720781,76.95620577,4.343236504,0.235331842,,
19990226,-0.038083,-0.039268,0.003372,0.002441,-0.0013,-0.235331842,-0.042193438,,19.1424952,0.021860882,0.238538326,80.24913879,4.38513603,0.263620682,,
19990331,0.037925,0.036652,0.004076,0.001217,0.0045,-0.263620682,0.033155812,,18.3908077,0.024368396,0.243590638,75.49882806,4.324117134,0.190979277,,
19990430,0.049092,0.048271,0.003784,0.00304,0.0027,-0.190979277,0.044148169,,19.06486759,0.015098853,0.242202625,78.71453749,4.365827859,0.219979209,,
19990528,-0.020708,-0.022384,0.003463,0.007273,0.0033,-0.219979209,-0.024382435,,19.98514781,0.031952718,0.251811263,79.36558344,4.374064816,0.215809501,,
19990630,0.050823,0.049725,0.004098,0,0.0103,-0.215809501,0.045484041,,19.53780026,0.021943692,0.252464158,77.38841197,4.348837053,0.179505389,,
19990730,-0.030833,-0.03171,0.003658,0,0.0069,-0.179505389,-0.034969665,,20.50931738,0.017134651,0.253013104,81.06029696,4.395193285,0.213239564,,
19990831,-0.009918,-0.011065,0.003876,0.003008,0.0085,-0.213239564,-0.013836019,,19.85896693,0.023524187,0.253629121,78.29923815,4.360537873,0.165293141,,
19990930,-0.022669,-0.023872,0.003705,0.0024,0.0041,-0.165293141,-0.026628045,,19.63922746,0.023890337,0.251563734,78.06859591,4.357587875,0.149730913,,
19991029,0.062107,0.061318,0.003581,0.004788,0.0039,-0.149730913,0.056680068,,19.17039982,0.01549535,0.252432854,75.94257045,4.329977403,0.111378695,,
19991130,0.036822,0.035616,0.003811,0.001787,0.0075,-0.111378695,0.032356509,,20.34589039,0.023119502,0.254062555,80.08220811,4.383053708,0.1527962,,
19991231,0.083745,0.082631,0.003764,0.000595,0.0055,-0.1527962,0.076665702,,21.07052963,0.022665322,0.254971601,82.63873139,4.414478474,0.173187089,,
20000131,-0.039622,-0.040263,0.004343,0,0.0246,-0.173187089,-0.044761918,,22.81160856,0.013506209,0.254560101,89.61187738,4.495487871,0.240491679,,
20000229,0.03176,0.030657,0.004295,0.002971,0.0081,-0.240491679,0.026980279,,21.89314477,0.025161204,0.257860423,84.90308241,4.441510399,0.175805086,,
20000331,0.053499,0.052515,0.004377,0.005924,0.0057,-0.175805086,0.047749556,,22.5643229,0.021542854,0.255034881,88.4754383,4.48272498,0.204726194,,
20000428,-0.059519,-0.06031,0.004595,0.008245,-0.0014,-0.204726194,-0.065948308,,23.74928832,0.017848379,0.257784408,92.12849041,4.523184238,0.230170568,,
20000531,-0.038863,-0.04002,0.004782,0.000584,0.0017,-0.230170568,-0.044408923,,22.31696874,0.027477927,0.253309616,88.10154579,4.478490079,0.173040857,,
20000630,0.051576,0.050779,0.003744,0.001168,-0.0054,-0.173040857,0.046552983,,21.42384365,0.017786624,0.249152548,85.98685358,4.454194419,0.138766455,,
20000731,-0.017679,-0.018399,0.004772,0.005248,-0.0083,-0.138766455,-0.02259779,,22.51172501,0.015425167,0.247443064,90.97739335,4.510611051,0.184603926,,
20000831,0.074984,0.073803,0.005002,0.00232,-0.006,-0.184603926,0.067316246,,22.09753178,0.026586347,0.250505225,88.21185989,4.47974142,0.146519867,,
20000929,-0.051154,-0.051895,0.005093,0,-0.0092,-0.146519867,-0.057588844,,23.72839592,0.016374271,0.242989159,97.65207659,4.581410923,0.236675332,,
20001031,-0.02448,-0.025155,0.005217,0.005208,-0.008,-0.236675332,-0.029988055,,22.49701081,0.016016667,0.243510475,92.38621371,4.525977765,0.17272262,,
20001130,-0.102365,-0.103574,0.004966,0.001727,-0.0082,-0.17272262,-0.112945462,,21.93109851,0.027198886,0.247589859,88.5783391,4.483887348,0.122177996,,
20001229,0.02045,0.019455,0.004909,0.000575,-0.0114,-0.122177996,0.015346716,,19.65960691,0.021821443,0.24674598,79.67549009,4.377962011,0.011165593,,
20010131,0.039573,0.038787,0.005243,-0.000574,-0.0029,-0.011165593,0.033580749,,20.04208456,0.015452451,0.248692222,80.58991315,4.389373495,0.017655108,,
20010228,-0.099084,-0.100183,0.003653,0.006322,-0.0055,-0.017655108,-0.107989599,,20.8194569,0.022026251,0.245557269,84.78452712,4.440113063,0.061881512,,
20010330,-0.070408,-0.071364,0.00432,0.003998,-0.0067,-0.061881512,-0.077320194,,18.73370125,0.019903401,0.243917815,76.80333334,4.341248042,-0.038687356,,
20010430,0.083834,0.08283,0.003864,0.002275,-0.0036,0.038687356,0.076648201,,17.39678939,0.018808636,0.244878072,71.04265924,4.263280531,-0.114989886,,
20010531,0.010442,0.009064,0.003183,0.003973,0.0068,0.114989886,0.007209914,,18.83776546,0.023972776,0.241372921,78.0442371,4.357275808,-0.021690128,,
20010629,-0.017561,-0.018336,0.002778,0.004522,0.0119,0.021690128,-0.020491172,,19.00851096,0.014599268,0.238185565,79.80547004,4.379592049,-0.001928422,,
20010731,-0.018284,-0.01925,0.002999,0.001688,0.0147,0.001928422,-0.02144773,,18.6599709,0.018362222,0.241122619,77.38789077,4.348830318,-0.033447388,,
20010831,-0.05898,-0.060355,0.002996,-0.002809,0.0125,0.033447388,-0.063782407,,18.30076647,0.02565746,0.240193732,76.19169047,4.333252408,-0.050519985,,
20010928,-0.091497,-0.09263,0.00273,0,0.0119,0.050519985,-0.098683369,,17.19622371,0.020734768,0.244554229,70.31660734,4.253008006,-0.135426547,,
20011031,0.027847,0.026829,0.002154,0.004507,0.0185,0.135426547,0.02531464,,15.6033375,0.017505756,0.246043318,63.41703426,4.149732505,-0.238733029,,
20011130,0.078789,0.077353,0.001749,-0.003365,0.0164,0.238733029,0.074091643,,16.02195945,0.022406393,0.241250824,66.41204024,4.195878369,-0.191761499,,
20011231,0.017854,0.016573,0.001484,-0.001688,0.0272,0.191761499,0.016213589,,17.26130607,0.02052413,0.239953511,71.93604288,4.275777431,-0.111572362,,
20020131,-0.015966,-0.016921,0.00139,-0.003946,0.0355,0.111572362,-0.017483865,,17.5473777,0.016484547,0.240985608,72.81504435,4.287922587,-0.097890708,,
20020228,-0.0217,-0.023066,0.001285,0.002264,0.0322,0.097890708,-0.023223083,,17.25045852,0.023969718,0.242929075,71.01026732,4.262824477,-0.119591275,,
20020328,0.044698,0.04373,0.001341,0.003953,0.0305,0.119591275,0.042387747,,16.85255945,0.016698444,0.239724118,70.29980803,4.252769068,-0.127664793,,
20020430,-0.0496,-0.050504,0.001546,0.005624,0.0365,0.127664793,-0.052417137,,17.58952187,0.015234714,0.236150195,74.48446888,4.310590632,-0.068308862,,
20020531,-0.01051,-0.011958,0.001442,0.005593,0.0329,0.068308862,-0.012006581,,16.70118066,0.025469628,0.237647047,70.27724879,4.252448116,-0.123073136,,
20020628,-0.070259,-0.071515,0.001312,0,0.0329,0.123073136,-0.074160366,,16.50146794,0.020976683,0.244024462,67.62218761,4.213936148,-0.157837857,,
20020731,-0.081125,-0.08231,0.001507,0.000556,0.0313,0.157837857,-0.086111049,,15.32136546,0.01955424,0.24521648,62.48097793,4.134862157,-0.229680427,,
20020830,0.007949,0.006405,0.001402,0.001112,0.0275,0.229680427,0.006516555,,14.06026387,0.023656188,0.243215208,57.80996996,4.057161251,-0.298954205,,
20020930,-0.099923,-0.101387,0.001414,0.003331,0.0233,0.298954205,-0.106687965,,14.15031986,0.020584226,0.243064666,58.21627675,4.064164985,-0.283799836,,
20021031,0.07494,0.073522,0.001334,0.00166,0.0178,0.283799836,0.070931735,,12.71566138,0.020065154,0.245624064,51.76879327,3.946787521,-0.390533136,,
20021129,0.061282,0.059612,0.001166,0.001657,0.0211,0.390533136,0.058312291,,13.65054223,0.021235155,0.244452826,55.84121272,4.022512176,-0.304793438,,
20021231,-0.053334,-0.054977,0.001079,0,0.0299,0.304793438,-0.055887359,,14.46427836,0.022427841,0.246356536,58.71278501,4.072657506,-0.245153082,,
20030131,-0.023367,-0.024576,0.000934,-0.002206,0.0267,0.245153082,-0.024577901,,13.66907573,0.017487313,0.247359302,55.2600029,4.012049372,-0.292332368,,
20030228,-0.015417,-0.017243,0.000871,0.004422,0.0267,0.292332368,-0.016407699,,13.33314452,0.024959732,0.248349316,53.68705957,3.983171996,-0.308478122,,
20030331,0.010321,0.008901,0.00102,0.007705,0.0238,0.308478122,0.009248622,,13.10324111,0.018933065,0.250583937,52.29082617,3.956820948,-0.320220725,,
20030430,0.082768,0.08118,0.000939,0.006008,0.0245,0.320220725,0.078582166,,13.21987306,0.020807947,0.256157171,51.60844427,3.943685308,-0.317259172,,
20030530,0.063471,0.061778,0.000903,-0.002172,0.0258,0.317259172,0.060635494,,14.29306236,0.022381245,0.253068788,56.47896159,4.033868208,-0.214725665,,
20030630,0.016346,0.014797,0.000984,-0.001632,0.0209,0.214725665,0.015230326,,15.17605916,0.022139954,0.254232059,59.69372723,4.089226943,-0.149228944,,
20030731,0.023112,0.021764,0.000674,0.00109,0.0209,0.149228944,0.02217519,,15.40061931,0.020457328,0.255135147,60.36259409,4.10036961,-0.126690682,,
20030829,0.024965,0.023486,0.000689,0.001089,0.0345,0.126690682,0.023969703,,15.73579839,0.022777516,0.254256475,61.88946974,4.125350048,-0.091866039,,
20030930,-0.00912,-0.010607,0.000865,0.003806,0.0344,0.091866039,-0.010026468,,16.10536935,0.023399132,0.25707138,62.64940624,4.137554204,-0.06733253,,
20031031,0.060361,0.058882,0.0007,0.00325,0.0279,0.06733253,0.057909661,,15.9345397,0.023819841,0.260826068,61.09258867,4.11239056,-0.08100764,,
20031128,0.016594,0.015052,0.000725,-0.00108,0.033,0.08100764,0.015733087,,16.87279726,0.02457106,0.264161974,63.87292241,4.156895522,-0.027419572,,
20031231,0.045476,0.04382,0.000831,-0.002703,0.0333,0.027419572,0.043641629,,17.12676661,0.027941352,0.269675485,63.50880055,4.151178488,-0.026837064,,
20040130,0.023042,0.022019,0.000696,-0.001084,0.0333,0.026837064,0.022084784,,17.87726152,0.017520682,0.269708855,66.28355425,4.193941816,0.021354922,,
20040227,0.015443,0.013958,0.000623,0.004883,0.0313,-0.021354922,0.014702164,,18.27090094,0.026547733,0.271296856,67.34652663,4.20985133,0.043660595,,
20040331,-0.010662,-0.011985,0.000844,0.0054,0.0295,-0.043660595,-0.01156289,,18.52592618,0.024172402,0.276536193,66.99277223,4.204584736,0.042190205,,
20040430,-0.024222,-0.025568,0.000795,0.006445,0.0281,-0.042190205,-0.025314862,,18.30389295,0.024935897,0.280664143,65.21635713,4.177710314,0.017692733,,
20040528,0.014068,0.012384,0.000603,0.003202,0.035,-0.017692733,0.013367146,,17.83589902,0.030823756,0.289106653,61.69314619,4.122172842,-0.031314101,,
20040630,0.021611,0.020049,0.000817,0.005851,0.0364,0.031314101,0.020564127,,18.05677879,0.027859674,0.294826374,61.24546646,4.11488983,-0.031244274,,
20040730,-0.037698,-0.038792,0.000919,0.003173,0.0324,0.031244274,-0.039345526,,18.41879915,0.019754116,0.294123162,62.62274286,4.137128517,-0.003124982,,
20040831,0.002703,0.001058,0.001116,-0.001581,0.0321,0.003124982,0.001583976,,17.70429709,0.030298925,0.301644571,58.69257666,4.072313257,-0.060691932,,
20040930,0.020556,0.019099,0.001185,0.000528,0.0258,0.060691932,0.019163278,,17.72302824,0.025795161,0.304040599,58.29165011,4.06545886,-0.06233663,,
20041029,0.017806,0.016579,0.001129,0.002111,0.022,0.06233663,0.016520967,,18.06152035,0.021746156,0.301966914,59.81291172,4.091221553,-0.034948633,,
20041130,0.048214,0.04432,0.001541,0.005266,0.0226,0.034948633,0.04554795,,18.3609623,0.07033156,0.347727414,52.80274598,3.966563196,-0.153237123,,
20041231,0.03517,0.033414,0.001672,0.000524,0.0234,0.153237123,0.032895061,,19.17472015,0.03224185,0.352027911,54.46931772,3.997637566,-0.114436647,,
20050131,-0.026546,-0.027399,0.001661,-0.003665,0.0227,0.114436647,-0.02856433,,19.81542425,0.016356036,0.350863265,56.47620085,4.033819326,-0.071196463,,
20050228,0.022646,0.02081,0.001641,0.002102,0.0164,0.071196463,0.020753731,,19.27250144,0.036381119,0.360696651,53.43132904,3.97839726,-0.118717772,,
20050331,-0.016944,-0.018578,0.002123,0.005768,0.0184,0.118717772,-0.019209942,,19.67356219,0.031491267,0.368015516,53.45851281,3.978905892,-0.11060183,,
20050429,-0.025206,-0.02659,0.002072,0.007821,0.0154,0.11060183,-0.027598969,,19.30806676,0.02722821,0.37030783,52.14058468,3.953943622,-0.125657239,,
20050531,0.037954,0.036151,0.002395,0.006725,0.0124,0.125657239,0.034859331,,18.79466526,0.034812444,0.374296518,50.21330506,3.916280033,-0.153982826,,
20050630,0.011529,0.009905,0.002263,-0.001028,0.0091,0.153982826,0.009202604,,19.4741112,0.030522536,0.376959381,51.66103355,3.944703794,-0.118080388,,
20050729,0.043357,0.042251,0.002383,0.000514,0.0059,0.118080388,0.040063234,,19.66700228,0.021538367,0.378743632,51.92695174,3.949837957,-0.107806664,,
20050831,-0.005958,-0.007776,0.00292,0.004627,0.0097,0.107806664,-0.008891565,,20.49795279,0.03575461,0.384199317,53.35239257,3.976918823,-0.078496841,,
20050930,0.0106,0.009331,0.002848,0.005118,0.0039,0.078496841,0.007700262,,20.33856071,0.026011902,0.384416058,52.90767716,3.968548454,-0.084211195,,
20051031,-0.020866,-0.021974,0.002728,0.01222,0.0041,0.084211195,-0.023811057,,20.52833982,0.022535125,0.385205028,53.29198305,3.975785908,-0.077779252,,
